product_id,product_name,category,original_price,discount_percent,final_price,rating,num_reviews,interest_rate,in_stock,product_url,image_url,platform
RT0011,Electronics Product,Electronics,721.11,10,649.0,4.2,2949,0.12,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTM2MTYxMTYyMTk0OTkwOjE3NzMyODk3MzM6c3BfbXRmOjMwMDExMjEzMjk2OTUzMjo6MDo6&url=%2FAmbrane-Bluetooth-Immersive-Integrated-Resistance%2Fdp%2FB0CLJ7V2JT%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8%26dib_tag%3Dse%26keywords%3Dbluetooth%2Bspeaker%26qid%3D1773289733%26sr%3D8-11-spons%26aref%3DwcOIgT9oCn%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=wcOIgT9oCn&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71ryy71gTaL._AC_UY218_.jpg,Amazon
RT0012,Electronics Product,Electronics,1192.77,17,990.0,3.8,4128,0.12,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTM2MTYxMTYyMTk0OTkwOjE3NzMyODk3MzM6c3BfbXRmOjMwMDkwMzExNjExNzQzMjo6MDo6&url=%2FGATE-Soundbar-Bluetooth-Radiators-Function%2Fdp%2FB0DF5C8RNG%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8%26dib_tag%3Dse%26keywords%3Dbluetooth%2Bspeaker%26qid%3D1773289733%26sr%3D8-12-spons%26aref%3DGCJqg7pido%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=GCJqg7pido&sp_cr=ZAZ,https://m.media-amazon.com/images/I/712gez4H03L._AC_UY218_.jpg,Amazon
RT0013,Electronics Product,Electronics,398.75,20,319.0,3.3,3054,0.12,True,https://www.amazon.in/CERLINK-Bluetooth-Mini-Electroplating-Multicolor/dp/B0DVZS821P/ref=sr_1_13?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-13,https://m.media-amazon.com/images/I/71P1lmKM+IL._AC_UY218_.jpg,Amazon
RT0014,Electronics Product,Electronics,2025.68,26,1499.0,4.7,3042,0.12,True,https://www.amazon.in/LUVISEEJBL-Essential-Hidden-Camera-Detector/dp/B09NCFVNK9/ref=sr_1_14?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-14,https://m.media-amazon.com/images/I/71uji1ExbsL._AC_UY218_.jpg,Amazon
RT0015,Electronics Product,Electronics,372.5,20,298.0,3.6,4338,0.12,True,https://www.amazon.in/EDNITA-Bluetooth-Electroplating-Controlled-Multicolor/dp/B0D9R1F7ZP/ref=sr_1_15?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-15,https://m.media-amazon.com/images/I/418SigfmUnL._AC_UY218_.jpg,Amazon
RT0016,Electronics Product,Electronics,2064.13,8,1899.0,3.9,4910,0.12,True,https://www.amazon.in/boAt-Aavante-Bar-950-Bluetooth/dp/B0DBHC8CDQ/ref=sr_1_16?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-16,https://m.media-amazon.com/images/I/81RQ0yTAUhL._AC_UY218_.jpg,Amazon
RT0017,Electronics Product,Electronics,1887.78,10,1699.0,4.1,4994,0.12,True,https://www.amazon.in/boAt-Aavante-Bar-610-Connectivity/dp/B0BZ4DJ7GZ/ref=sr_1_17?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-17,https://m.media-amazon.com/images/I/51SFh0i5HHL._AC_UY218_.jpg,Amazon
RT0018,Electronics Product,Electronics,907.95,12,799.0,4.0,607,0.12,True,https://www.amazon.in/pTron-Launched-Fusion-Bluetooth-Multi-Play/dp/B0D772K8X8/ref=sr_1_18?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-18,https://m.media-amazon.com/images/I/61Lgfcc+o-L._AC_UY218_.jpg,Amazon
RT0019,Electronics Product,Electronics,10255.13,22,7999.0,4.4,1277,0.12,True,https://www.amazon.in/JBL-Bluetooth-Dustproof-PartyBoost-Personalization/dp/B09V7WS4PP/ref=sr_1_19?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-19,https://m.media-amazon.com/images/I/81nT721hWGL._AC_UY218_.jpg,Amazon
RT0020,Electronics Product,Electronics,3245.45,23,2499.0,4.4,3110,0.12,True,https://www.amazon.in/JBL-Wireless-Portable-Bluetooth-Waterproof/dp/B08FB2H6Y4/ref=sr_1_20?dib=eyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8&dib_tag=se&keywords=bluetooth+speaker&qid=1773289733&sr=8-20,https://m.media-amazon.com/images/I/61dqzNpSZXL._AC_UY218_.jpg,Amazon
RT0021,Electronics Product,Electronics,2070.0,30,1449.0,4.1,2113,0.12,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTM2MTYxMTYyMTk0OTkwOjE3NzMyODk3MzM6c3BfYnRmOjMwMDI0Njk3MjU5ODczMjo6MDo6&url=%2FboAt-Stone-352-Pro-Bluetooth%2Fdp%2FB0D6W7F7WH%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8%26dib_tag%3Dse%26keywords%3Dbluetooth%2Bspeaker%26qid%3D1773289733%26sr%3D8-21-spons%26aref%3DbG81pCO0Im%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=bG81pCO0Im&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71o6CU8MqVL._AC_UY218_.jpg,Amazon
RT0022,Electronics Product,Electronics,1974.07,19,1599.0,4.1,504,0.12,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTM2MTYxMTYyMTk0OTkwOjE3NzMyODk3MzM6c3BfYnRmOjMwMDkxMDUzMDY2NzMzMjo6MDo6&url=%2FboAt-Stone-352-Pro-Signature%2Fdp%2FB0D6W671R4%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.3rkJ8S_fhpNbIoVSue7RuR1MVGyOR0Vy8cHgzphlk8t801_21ZWh1OWfU7gCNi8A6Rw5U4Aw8FDNJrcg29KG1xVp-wxYaz-_YU29gjD9CUZTwn45IpN9CzERx0od-3nJ7-564MFFWGB-5A-6JevDFpHXu4gf19wnlkMyX-BBsgT-cjssGxO2QjggX1Tb15ukWBGz2MbtkUEWovb--39X-lbS3PCGZOyoUMdFdMjouq4.KPZkzOPvH-2DUmYtArkqdhyVs0cLNVAr2GEaAEDRWN8%26dib_tag%3Dse%26keywords%3Dbluetooth%2Bspeaker%26qid%3D1773289733%26sr%3D8-22-spons%26aref%3DXShcD5mNy8%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=XShcD5mNy8&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81bNiiPk68L._AC_UY218_.jpg,Amazon
RT0023,Electronics Product,Electronics,3332.14,16,2799.0,4.1,153,0.12,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzAxMzczNDA2NTM4MzEzOjE3NzMyODk3MzY6c3BfYXRmOjMwMDQ4OTk4OTk4MjUzMjo6MDo6&url=%2FboAt-Rockerz-650-Pro-Headphones%2Fdp%2FB0DV5J28LW%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.G13NGAbfBGnDxOuQBUT50aIydLXVvk5lUJVZGoFVAHq-ulCNyUXkmHEWWKvWBDFiCLdjE8IXPyYeIlXg2pWdiVCLXZcvFwScXKxvOtxRlnsfGECHQoK5qfWHYo6cS48BcQZXJAqgd6da4lziAp4N-9pPKNehsEWeQgu2Y_PJOehcK4G6ETr8nCVkoGv5-W2DWKTx7n935dOk6JF0BX2rpSMYikTCG_KjIDEe_EcE9rI.ggquFK6kPGppjF3IWQ2FsEokmJRQUTwmW_RiHjL4AJo%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1773289736%26sr%3D8-1-spons%26aref%3DlwDg3zjXJT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=lwDg3zjXJT&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61-XNG5lPBL._AC_UY218_.jpg,Amazon
RT0024,Electronics Product,Electronics,2871.28,6,2699.0,4.2,1262,0.12,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzAxMzczNDA2NTM4MzEzOjE3NzMyODk3MzY6c3BfYXRmOjMwMDY1MDM2MTk3NzYzMjo6MDo6&url=%2FboAt-Bluetooth-Headphones-Wireless-Headphone%2Fdp%2FB0FG2QT7H2%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.G13NGAbfBGnDxOuQBUT50aIydLXVvk5lUJVZGoFVAHq-ulCNyUXkmHEWWKvWBDFiCLdjE8IXPyYeIlXg2pWdiVCLXZcvFwScXKxvOtxRlnsfGECHQoK5qfWHYo6cS48BcQZXJAqgd6da4lziAp4N-9pPKNehsEWeQgu2Y_PJOehcK4G6ETr8nCVkoGv5-W2DWKTx7n935dOk6JF0BX2rpSMYikTCG_KjIDEe_EcE9rI.ggquFK6kPGppjF3IWQ2FsEokmJRQUTwmW_RiHjL4AJo%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1773289736%26sr%3D8-2-spons%26aref%3DNEaK5If4HC%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=NEaK5If4HC&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61qdD0zSk8L._AC_UY218_.jpg,Amazon
RT0025,Electronics Product,Electronics,1629.35,8,1499.0,4.1,1605,0.12,True,https://www.amazon.in/boAt-Rockerz-480-Bluetooth-Headphones/dp/B0DGTSRX3R/ref=sr_1_3?dib=eyJ2IjoiMSJ9.G13NGAbfBGnDxOuQBUT50aIydLXVvk5lUJVZGoFVAHq-ulCNyUXkmHEWWKvWBDFiCLdjE8IXPyYeIlXg2pWdiVCLXZcvFwScXKxvOtxRlnsfGECHQoK5qfWHYo6cS48BcQZXJAqgd6da4lziAp4N-9pPKNehsEWeQgu2Y_PJOehcK4G6ETr8nCVkoGv5-W2DWKTx7n935dOk6JF0BX2rpSMYikTCG_KjIDEe_EcE9rI.ggquFK6kPGppjF3IWQ2FsEokmJRQUTwmW_RiHjL4AJo&dib_tag=se&keywords=headphones&qid=1773289736&sr=8-3,https://m.media-amazon.com/images/I/711l4y8aNlL._AC_UY218_.jpg,Amazon
RT0026,Electronics Product,Electronics,1093.15,27,798.0,4.0,1180,0.12,True,https://www.amazon.in/pTron-Studio-Headphones-Low-Latency-Assistant/dp/B0FGTZ19JS/ref=sr_1_4?dib=eyJ2IjoiMSJ9.G13NGAbfBGnDxOuQBUT50aIydLXVvk5lUJVZGoFVAHq-ulCNyUXkmHEWWKvWBDFiCLdjE8IXPyYeIlXg2pWdiVCLXZcvFwScXKxvOtxRlnsfGECHQoK5qfWHYo6cS48BcQZXJAqgd6da4lziAp4N-9pPKNehsEWeQgu2Y_PJOehcK4G6ETr8nCVkoGv5-W2DWKTx7n935dOk6JF0BX2rpSMYikTCG_KjIDEe_EcE9rI.ggquFK6kPGppjF3IWQ2FsEokmJRQUTwmW_RiHjL4AJo&dib_tag=se&keywords=headphones&qid=1773289736&sr=8-4,https://m.media-amazon.com/images/I/51+Zl86jLkL._AC_UY218_.jpg,Amazon
